代码,名称,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%
000685,中山公用,11.76,0.670㈡,6.74,0,0.56,3.87,77.7,          9.95㈡,38.93,10.81,164.52
000686,东北证券,11.8,0.935㈡,5.34,0,1.39,2.14,12.86,         17.51㈡,--  ,11,45.49
000687,恒天天鹅,12.5,0.005㈡,1.84,0,1.01,-0.19,56.27,          0.27㈡,5.55,11.32,1.2
000688,建新矿业,--  ,0.084㈡,1.15,0,0.17,-0.17,80.47,          7.27㈡,42.54,--  ,23.65
000690,宝新能源,8.02,0.220㈡,2.85,0,0.19,1.25,47.33,          7.58㈡,36.17,7.11,18.68
000691,亚太实业,5.83,-0.008㈡,0.39,0,0.37,-1.03,41.55,         -2.18㈡,28.83,5.2,-8.19
000692,惠天热电,6.27,0.099㈡,2.51,0,0.71,0.53,33.67,          3.95㈡,18.23,5.76,6.18
000693,华泽钴镍,15.33,0.167㈡,2.74,0,-0.06,1.52,23.52,          6.09㈡,2.83,13.03,1.63
000695,滨海能源,12.39,-0.015㈡,1.42,0,0.34,-0.01,30.35,         -1.08㈡,7.18,11.2,-1.01
000697,炼石有色,--  ,0.043㈡,2.56,0,1.01,0.5,90.61,          1.67㈡,56.76,--  ,75.41
000698,沈阳化工,5.5,-0.068㈡,4.66,0,2.05,1.19,37.02,         -1.46㈡,5.23,4.93,-1.28
000700,模塑科技,15.35,0.620㈡,6.41,0,1.53,2.84,52.66,          9.27㈡,24.97,13.5,13.6
000701,厦门信达,12.55,0.219㈡,5.95,0,2.57,2.06,14.54,          3.68㈡,3.96,11.22,0.57
000702,正虹科技,11.65,0.014㈡,1.76,0,0.68,-0.2,66.51,          0.81㈡,7.41,9.63,0.57
000703,恒逸石化,7.91,0.096㈡,4.45,0,0.04,3.12,19.31,          2.15㈡,5.23,7.5,0.75
000705,浙江震元,10.45,0.022㈡,3.68,0,1.61,0.83,66.94,          0.60㈡,14.22,9.39,0.71
000707,双环科技,--  ,0.021㈡,3.09,0,1.58,0.05,13.62,          0.67㈡,17.53,--  ,0.51
000708,大冶特钢,--  ,0.309㈡,7.49,0,1.08,4.91,66.76,          4.12㈡,13.32,--  ,4.56
000709,河北钢铁,4.24,0.034㈡,4.09,0,2.19,0.71,25.29,          0.82㈡,10.75,3.99,0.84
000710,天兴仪表,21.3,-0.032㈡,0.83,0,0.31,-0.56,26.51,         -3.86㈡,5.89,20,-4.39
000711,*ST京蓝,--  ,-3.296㈡,-1.72,0,0.09,-3.01,-38.7,--  ,51.39,--  ,-1198.93
000712,锦龙股份,--  ,0.653㈡,3.44,0,0.8,1.41,13.86,         18.97㈡,97.03,--  ,4847.55
000713,丰乐种业,9.19,0.027㈡,4.53,0,1.69,1.33,76.51,          0.60㈡,21.87,8.38,1.91
000715,中兴商业,9.39,0.091㈡,4.03,0,1.14,1.46,50.88,          2.26㈡,18.42,8.6,1.59
000716,黑芝麻,10.7,0.126㈡,5.32,5.32,3.75,0.4,64.14,          2.41㈡,28.74,9.8,5.65
000717,韶钢松山,6.11,-0.364㈡,0.85,0,1.33,-1.74,11.31,        -42.79㈡,-6.96,5.5,-15.91
000718,苏宁环球,6.99,0.121㈡,1.8,0,0,1.03,23.92,          6.69㈡,26.85,6.36,8.51
000719,大地传媒,18.77,0.426㈡,7.35,0,3.79,2.36,66.16,          5.79㈡,29.57,16.22,10.3
000720,新能泰山,--  ,0.073㈡,1.07,0,0.34,-0.44,17.2,          6.78㈡,20.06,--  ,4.2
000721,西安饮食,8.02,-0.007㈡,1.38,0,0.11,0.17,62.8,         -0.53㈡,38.82,7.7,-1.52
000722,湖南发展,13.73,0.144㈡,5.42,0,4.61,-0.21,84.68,          2.66㈡,60.2,12.01,49.32
000723,美锦能源,8.87,-0.091㈡,1.56,0,0.16,0.28,50.44,         -5.82㈡,14.62,7.76,-5.69
000725,京东方Ａ,3.16,0.056㈡,2.21,2.21,1.11,0.09,55.44,          2.50㈡,23.77,3.01,8.49
000726,鲁  泰Ａ,11.59,0.360㈡,6.75,0,1.05,3.93,75.2,          5.34㈡,27.49,10.72,11.71
000727,华东科技,8.28,-0.003㈡,4.74,0,3.9,-0.21,36.56,         -0.06㈡,8.69,7.53,-1.67
000728,国元证券,16.3,0.961㈡,9.73,0,5.03,2.23,20.67,          9.88㈡,--  ,15.5,52.14
000729,燕京啤酒,8,0.212㈡,4.52,0,1.65,1.34,63.53,          4.70㈡,43.39,7.2,8.5
000731,四川美丰,7.51,0.077㈡,4.58,0,1.08,1.79,58.12,          1.69㈡,13.75,6.7,2.42
000732,泰禾集团,25.25,0.557㈡,5.63,0,0.55,2.63,8.01,          9.88㈡,34.67,24,13.59
000733,振华科技,16.88,0.170㈡,7.28,0,4.88,1.14,56.66,          2.33㈡,24.13,14.89,3.72
000735,罗 牛 山,6.08,0.003㈡,1.89,0,0.23,0.52,39.95,          0.16㈡,16.71,5.35,0.73
000736,中房地产,16.99,0.076㈡,5.73,0,1.71,2.86,24.63,          1.33㈡,37.4,14.8,7.34
000737,南风化工,4.88,-0.184㈡,0.49,0,1.14,-1.81,8.72,        -37.60㈡,20.94,4.47,-8.74
000738,中航动控,28.68,0.084㈡,4.06,0,2.33,0.68,67.58,          2.07㈡,23.85,25.43,8.06
000739,普洛药业,6.84,0.116㈡,2.13,0,0.18,0.88,45.74,          5.45㈡,25.45,6.27,6.07
000748,长城信息,--  ,0.049㈡,3.98,0,1.19,0.57,66.2,          1.24㈡,19.61,--  ,4.42
000750,国海证券,9.91,0.480㈡,3.26,3.26,0.98,0.54,12.34,         14.61㈡,--  ,9.36,43.71
000751,锌业股份,5.53,0.034㈡,1.41,0,0.93,-0.79,61.15,          2.40㈡,13.36,5.02,2.28
000752,西藏发展,13.22,0.044㈡,2.99,0,0.09,1.7,56.42,          1.47㈡,27.73,11.57,5.87
000753,漳州发展,--  ,-0.050㈡,1.62,0,0.27,0.31,37.53,         -2.23㈡,9.36,--  ,-2.08
000755,山西三维,9.64,-0.507㈡,3.16,0,2.41,-0.53,25.32,        -16.01㈡,-0.12,8.74,-8.8
000756,新华制药,--  ,0.057㈡,4.02,0,1.12,1.08,40.96,          1.41㈡,21.48,--  ,1.33
000757,浩物股份,8.65,0.040㈡,1.21,0,1.85,-1.78,64.26,          3.30㈡,27.07,7.8,7.41
000758,中色股份,14.5,0.198㈡,4.78,0,1.92,1.58,22.78,          4.14㈡,9.71,12.8,2.26
000759,中百集团,6.79,0.032㈡,4.39,0,1.58,1.38,33.84,          0.73㈡,19.28,6.45,0.25
000760,斯太尔,--  ,-0.060㈡,1.98,0,1.16,-0.13,87.97,         -3.05㈡,8.84,--  ,-19.07
000761,本钢板材,4.99,0.041㈡,4.9,0,2.91,0.68,33.76,          0.83㈡,8.83,4.8,0.78
000762,西藏矿业,11.35,0.024㈡,3.43,0,2.47,-0.16,62.79,          0.69㈡,15.98,10,2.7
000766,通化金马,8.19,0.015㈡,2.18,0,2.39,-1.4,71.26,          0.67㈡,52.09,7.47,9.22
000767,漳泽电力,5.9,0.185㈡,2.57,0,1,0.51,18.42,          7.20㈡,24.31,5.4,9.17
000768,中航飞机,26.3,-0.038㈡,4.47,4.47,2.62,0.26,32.36,         -0.90㈡,6.86,23.42,-1.29
000776,广发证券,14.27,1.300㈡,9.52,0,4.16,2.78,14.04,         11.58㈡,--  ,13.15,42.64
000777,中核科技,22.6,0.091㈡,2.84,0,0.65,0.94,59.96,          3.21㈡,23.77,19.63,6.7
000778,新兴铸管,--  ,0.096㈡,4.64,0,1.99,1.35,32.86,          2.06㈡,3.46,--  ,1.3
000779,三毛派神,13.87,-0.093㈡,1.43,0,1.73,-1.48,39.05,         -6.46㈡,8.36,12.12,-18.38
000780,平庄能源,5.09,-0.049㈡,4.62,0,1.43,1.52,76.73,         -1.07㈡,26.37,4.78,-5.32
000782,美达股份,--  ,0.182㈡,2.48,0,1.21,0.18,52.17,          7.34㈡,9.86,--  ,6.62
000783,长江证券,10.25,0.516㈡,3.35,0,0.62,1.03,11.91,         15.41㈡,--  ,9.15,50.4
000785,武汉中商,8.5,0.094㈡,3.36,0,0.29,1.22,30.58,          2.80㈡,19.7,7.7,1.05
000786,北新建材,--  ,0.271㈡,5.16,0,1.25,2.6,51.66,          5.25㈡,29.42,--  ,10.52
000788,北大医药,10.51,-0.205㈡,1.66,0,0.33,0.25,22.94,        -12.34㈡,10.69,9.7,-13.1
000789,万年青,6.42,0.159㈡,4.05,0,0.45,2.43,28.07,          3.94㈡,18.02,5.98,3.85
000790,华神集团,10.95,0.010㈡,1.45,0,0.09,0.18,60.99,          0.68㈡,50.03,10.17,1.74
000791,甘肃电投,10.51,-0.094㈡,4.9,0,2.87,0.96,26.51,         -1.92㈡,31.54,8.95,-12.22
000792,盐湖股份,19.67,0.227㈡,11.23,0,3.72,5.35,24.26,          2.02㈡,48.45,17.8,8.36
000793,华闻传媒,15.13,0.200㈡,4,0,1.68,1.13,69.82,          4.95㈡,42.59,15.13,19.53
000795,太原刚玉,--  ,-0.130㈡,2.12,2.12,1.98,-1.19,55.86,         -6.29㈡,9.17,--  ,-15.12
000796,易食股份,19.87,0.059㈡,2.26,0,1.36,-0.3,41.31,          2.60㈡,47.62,17,4.76
000797,中国武夷,17.3,0.184㈡,2.89,0,0.19,1.41,12.82,          6.35㈡,34.58,15.23,7.14
000798,中水渔业,9.16,0.062㈡,2.65,0,1.04,0.51,69.13,          2.33㈡,9.95,8.22,7.97
000799,*ST酒鬼,--  ,0.122㈡,5.26,0,3.57,0.08,80.37,          2.31㈡,67.22,--  ,12.88
000800,一汽轿车,15.99,0.101㈡,5.47,0,1.53,2.32,46.21,          1.85㈡,21.41,14.22,1.19
000801,四川九洲,21.39,0.133㈡,4.03,0,1.55,1.38,48.67,          3.31㈡,26.93,18.63,5.42
000802,北京文化,19.45,0.009㈡,2.37,0,1.41,0.24,63.19,          0.37㈡,64.23,17.5,3.88
000803,金宇车城,14.4,-0.056㈡,1.13,0,0.16,-0.22,31.52,         -4.94㈡,17.91,12.9,-15.63
000806,银河投资,--  ,0.110㈡,1.84,0,0.95,-0.21,79.01,          4.96㈡,25.42,--  ,27.61
000807,云铝股份,4.75,-0.050㈡,2.97,0,1.98,-0.18,19.73,         -1.33㈡,10.12,4.46,-1
000809,铁岭新城,6.66,-0.081㈡,6.25,0,0.06,4.83,55.4,         -1.29㈡,-3.62,6.16,-354.71
000810,创维数字,13.85,0.151㈡,2.04,0,0,1.04,52.81,          7.37㈡,22.42,12.3,9.57
000811,烟台冰轮,10.65,0.484㈡,4.14,0,0.15,2.07,57.76,         11.69㈡,23.85,9.5,23.04
000812,陕西金叶,--  ,0.048㈡,1.95,0,0.03,0.71,48.25,          2.48㈡,32.28,--  ,8.34
000813,天山纺织,--  ,0.012㈡,2.27,0,2.3,-1.12,53.99,          0.53㈡,36.73,--  ,2.32
000815,*ST美利,16.9,-0.471㈡,-1,0,1.12,-3.34,-21.73,--  ,5.02,16.16,-50.47
000816,智慧农业,6.15,0.020㈡,2.39,0,0.92,0.41,48.39,          0.84㈡,12.01,5.45,2.89
000818,方大化工,--  ,0.059㈡,2.97,0,1.83,0.09,79.57,          1.99㈡,15.48,--  ,3.2
000819,岳阳兴长,21.94,0.106㈡,2.65,0,0.34,0.78,81.45,          4.00㈡,9.76,19.5,3.22
000820,金城股份,--  ,-0.013㈡,0.86,0,1.65,-2.1,35.28,         -1.47㈡,17.68,--  ,-2.43
000821,京山轻机,10.15,0.080㈡,3.42,0,1.81,0.3,62.62,          1.74㈡,25.43,8.9,6.35
000822,山东海化,6.05,0.096㈡,2.49,0,1.68,-0.56,62.85,          3.86㈡,17.35,5.55,4.96
000823,超声电子,8.33,0.106㈡,5.31,0,2.65,1.24,59.92,          1.99㈡,17.93,7.7,3.13
000825,太钢不锈,4.74,0.011㈡,4.4,0,1.19,1.86,32.87,          0.26㈡,8.84,4.45,0.18
000826,桑德环境,33.57,0.448㈡,6.57,6.57,2.4,2.84,44.84,          6.85㈡,36.04,31.75,15.5
000828,东莞控股,10.42,0.398㈡,4.02,0,1.1,1.47,61.31,          9.90㈡,62.97,9.21,83.06
000829,天音控股,8.49,-0.086㈡,2.24,0,0.25,0.88,20.97,         -3.86㈡,3.64,7.43,-0.39
000830,鲁西化工,6.35,0.190㈡,4.27,0,1.49,1.59,30.1,          4.45㈡,16.21,5.78,4.03
000831,五矿稀土,16.31,0.001㈡,2.54,0,0.77,0.57,96.16,          0.06㈡,16.17,14.74,0.44
000833,贵糖股份,10.34,0.006㈡,2.88,2.88,0.38,0.42,74.38,          0.41㈡,11.96,9.19,0.61
000835,长城动漫,10.27,0.009㈡,1.04,0,0.04,-0.04,21.23,          0.84㈡,29.28,9.2,1.53
000836,鑫茂科技,14.71,-0.160㈡,3.56,0,2.49,-0.04,45.55,         -3.88㈡,6.15,13.5,-7.75
000837,秦川机床,13.8,-0.085㈡,4.28,0,2.08,1.05,44.04,         -1.99㈡,13.21,12.1,-4.52
000838,国兴地产,17.4,0.377㈡,2.66,0,0.67,0.94,15.4,         14.19㈡,40.54,15.58,13.58
000839,中信国安,--  ,0.115㈡,4.49,0,1.64,1.14,60.34,          2.55㈡,9.46,--  ,17.94
000848,承德露露,12.67,0.342㈡,1.95,0,0.02,0.64,82.92,         17.49㈡,43.28,11.6,16.35
000850,华茂股份,--  ,0.142㈡,6.27,0,0.07,1.62,59.86,          2.27㈡,4.09,--  ,14.87
000851,高鸿股份,--  ,0.043㈡,4.38,0,3.01,0.33,39.46,          0.99㈡,8.49,--  ,0.86
000852,石化机械,16.27,0.006㈡,5.53,0,2.36,1.77,28.09,          0.12㈡,16.34,14.51,0.12
000856,冀东装备,9.1,-0.318㈡,1.6,0,1.55,-1.11,14.83,        -19.84㈡,5.51,8.18,-8.42
000858,五 粮 液,--  ,0.869㈡,10.66,0,0.25,7.54,85.36,          8.15㈡,69.9,--  ,29.4
000859,国风塑业,5.04,-0.013㈡,1.87,0,0.8,-0.01,67.95,         -0.68㈡,8.75,4.73,-1.7
000860,顺鑫农业,16.24,0.434㈡,9.24,0,4.9,2.78,32.23,          4.69㈡,37.55,14.93,4.31
000861,海印股份,5.77,0.040㈡,1.33,0,0.05,0.7,45.77,          3.04㈡,40.3,5.11,10.78
000862,银星能源,6.76,0.018㈡,3.14,0,3.1,-1.01,18.1,          0.56㈡,41.8,6.2,1.53
000863,三湘股份,10.47,0.100㈡,3.22,0,0.92,1.71,24.18,          2.87㈡,46.38,9.33,40.61
000868,安凯客车,6.2,0.044㈡,1.82,0,0.55,0.21,23.39,          2.39㈡,-8.07,5.41,1.76
000869,张  裕Ａ,37.46,1.088㈡,11.06,0,0.82,8.75,80.84,          9.84㈡,67,34.5,26.4
000875,吉电股份,11.4,0.054㈡,2.61,0,1.79,-0.25,18.3,          2.05㈡,22.46,10.05,3.73
000876,新 希 望,--  ,0.556㈡,8.99,0,2.08,5.5,54.97,          6.18㈡,7.08,--  ,3.93
000877,天山股份,8.62,-0.288㈡,7.7,0,4.11,2.01,30.82,         -3.74㈡,14.14,7.6,-12.02
000878,云南铜业,--  ,0.011㈡,3.81,0,3.11,-0.56,21.8,          0.29㈡,2.71,--  ,0.05
000880,潍柴重机,10.78,0.080㈡,4.62,0,2.13,1.23,37.66,          1.73㈡,11.17,9.39,1.82
000881,大连国际,--  ,-2.651㈡,2.65,0,0.82,0.57,16.09,        -99.86㈡,6.65,--  ,-82.24
000882,华联股份,--  ,0.016㈡,2.67,0,1.56,0.06,42.5,          0.60㈡,38.62,--  ,5.6
000883,湖北能源,7.36,0.259㈡,2.93,0,0.95,0.83,42.89,          8.84㈡,44.18,6.65,35.21
000885,同力水泥,13.66,0.133㈡,4.66,0,2.52,0.94,46.7,          2.86㈡,20.85,11.97,3.98
000886,海南高速,4.65,0.046㈡,2.82,0,0.95,0.5,85.81,          1.65㈡,65.92,4.28,46.33
000887,中鼎股份,--  ,0.347㈡,2.91,0,0.32,1.46,48.65,         11.91㈡,31.06,--  ,12.15
000888,峨眉山Ａ,9.95,0.104㈡,3.36,0,0.81,1.3,82.65,          3.10㈡,39.44,9.01,11.72
000889,茂业物流,9.91,0.147㈡,3.54,0,1.78,0.68,73.79,          4.15㈡,22.88,8.84,7.87
000890,法 尔 胜,--  ,0.008㈡,2.75,0,1.25,0.31,33.62,          0.28㈡,13.48,--  ,0.4
000892,*ST星美,--  ,-0.004㈡,0,0,0.21,-1.21,96.01,       -130.25㈡,--  ,--  ,--  
000893,东凌粮油,--  ,-0.082㈡,1.23,0,1.17,-0.87,6.67,         -6.64㈡,1.37,--  ,-0.6
000895,双汇发展,19.24,0.601㈡,4.38,0,0.51,2.45,68.19,         13.71㈡,21.5,17.85,9.74
000897,津滨发展,4.78,-0.046㈡,0.84,0,0.19,-0.39,20.87,         -5.51㈡,10.94,4.4,-17.07
000898,鞍钢股份,5.79,0.021㈡,6.64,0,4.36,0.78,52.77,          0.32㈡,12.38,4.9,0.53
000899,赣能股份,9.12,0.413㈡,3.59,0,0.95,1.26,40.27,         11.51㈡,34.57,8.45,22.84
000900,现代投资,7.47,0.236㈡,6.63,0,0.96,3.84,36.56,          3.56㈡,24.38,6.91,8.6
000901,航天科技,--  ,0.048㈡,4.16,0,1.98,1.02,63.67,          1.16㈡,17.57,--  ,1.92
000902,新洋丰,20.21,0.650㈡,6.35,6.35,1.75,3.61,70.19,          9.28㈡,18.73,18.48,7.35
000903,云内动力,7,0.121㈡,4.54,0,2.3,0.93,53.48,          2.65㈡,20.32,6.35,6.64
000905,厦门港务,9.97,0.172㈡,4.91,0,0.49,2.96,49.36,          3.50㈡,5.6,8.98,2.67
000906,物产中拓,12.65,0.170㈡,3.4,3.4,1.23,0.7,18.05,          5.04㈡,2.87,11.03,0.6
000908,景峰医药,14.19,0.136㈡,2.45,0,1.28,0.72,64.23,          5.56㈡,80.62,12.59,11.29
000909,数源科技,9.79,0.067㈡,2.61,0,0.76,0.58,14.99,          2.59㈡,2.19,8.5,3.22
000910,大亚科技,15,0.135㈡,5.09,0,0.61,3.03,31.07,          2.65㈡,27.89,13.75,1.96
000911,南宁糖业,13.1,0.080㈡,4.87,0,4.49,-1.09,32.75,          1.51㈡,16.39,11.62,1.68
000912,*ST天化,4.91,-0.030㈡,1.21,0,1.66,-2.27,8.32,         -2.50㈡,3.79,4.71,-0.67
000913,钱江摩托,6.93,0.015㈡,4.69,0,2.95,0.31,59.18,          0.32㈡,19.95,6.21,0.57
000915,山大华特,28.29,0.354㈡,5.62,0,0.19,4.21,52.22,          6.29㈡,65.18,25.57,11.95
000916,华北高速,5.4,0.138㈡,4.2,0,1.23,1.11,69.5,          3.28㈡,48.73,5.08,32.16
000917,电广传媒,--  ,0.104㈡,7.1,0,4.31,1.5,60.22,          1.47㈡,32.54,--  ,5.79
000918,嘉凯城,4.66,-0.123㈡,2.27,0,-0.51,1.65,11.13,         -5.43㈡,12.32,4.29,-10.54
000919,金陵药业,13.91,0.230㈡,4.67,0,0.93,2.12,64.71,          4.92㈡,24.6,12.79,7.39
000920,南方汇通,14.09,0.102㈡,2.26,0,0.05,0.44,60.41,          4.50㈡,43.44,12.5,10
000921,海信科龙,8.58,0.371㈡,2.91,0,1.58,0.22,24.51,         12.75㈡,20.65,7.65,3.72
000922,佳电股份,11.94,-0.084㈡,3.8,0,1.83,0.77,60.85,         -2.22㈡,11.65,9.99,-6.65
000923,河北宣工,12.67,-0.148㈡,2.08,0,0.83,-0.11,27.55,         -7.12㈡,-3.2,11.08,-34.95
000925,众合科技,13.98,0.040㈡,3.67,3.67,3.01,-0.24,31.46,          0.94㈡,22.41,12.54,1.45
000926,福星股份,9.37,0.350㈡,8.46,0,0,5.58,18.05,          4.14㈡,27.1,8.65,6.66
000927,*ST夏利,5.7,-0.337㈡,0.61,0,0.84,-1.53,14.78,        -54.83㈡,-2.61,5.42,-26.29
000928,中钢国际,14.53,0.386㈡,4.06,0,2.71,0.21,21.03,          9.50㈡,11.73,13.55,4.83
000929,兰州黄河,12.33,0.901㈡,4.59,0,1.04,2.42,49.68,         19.62㈡,39.55,11.55,42.01
000930,中粮生化,17.38,-0.335㈡,2.62,0,0.94,0.48,31.97,        -12.80㈡,-0.54,14.78,-9.26
000931,中 关 村,9.17,0.222㈡,1.15,0,1.41,-1.4,31.91,         19.23㈡,44.34,7.9,37.51
000932,华菱钢铁,3.15,-0.051㈡,3.34,0,2.33,-0.27,13.39,         -1.53㈡,9.15,2.96,-0.72
000933,神火股份,4.4,-0.152㈡,3.49,0,1.02,1.03,13.2,         -4.34㈡,12.05,4.17,-2.93
000935,四川双马,5.91,-0.081㈡,3.52,0,1.3,1.16,47.49,         -2.30㈡,10.5,5.52,-6.41
000936,华西股份,8.68,0.074㈡,2.97,2.97,0.06,0.9,64.62,          2.96㈡,8.5,7.75,5.93
000937,冀中能源,5.24,0.002㈡,5.14,0,1.21,2.44,43.2,          0.04㈡,19.54,5,0.09
000938,紫光股份,54.38,0.459㈡,10.97,0,2.24,2.02,39.64,          4.18㈡,4.73,48,1.66
000939,凯迪电力,--  ,0.130㈡,6.2,6.2,1.86,0.94,18.93,          2.79㈡,30.16,--  ,12.15
000948,南天信息,15.59,-0.196㈡,5.53,0,3.24,1,58.29,         -3.54㈡,21.64,13.53,-6.19
000949,新乡化纤,6.03,0.058㈡,2.37,0,0.92,0.27,48.16,          2.43㈡,16.52,5.36,4.42
000950,建峰化工,6.02,-0.321㈡,3.14,0,1.79,0.16,27.35,        -10.22㈡,5.62,5.48,-11.36
000951,中国重汽,13.5,0.424㈡,10.62,0,1.63,6.88,24.06,          4.00㈡,10.14,12.37,1.72
000952,广济药业,11.85,-0.088㈡,1.89,0,0.27,0.32,27.85,         -4.64㈡,24.91,10.75,-11.94
000953,河池化工,8.34,-0.099㈡,0.7,0,0.15,-0.83,13.46,        -14.10㈡,0.9,7.35,-9.36
000955,欣龙控股,5.67,-0.035㈡,1.22,0,0.84,-0.61,70.36,         -2.89㈡,12.59,5.15,-14.37
000957,中通客车,15.3,0.202㈡,4.57,0,0.58,2.55,21.52,          4.43㈡,16.12,13.64,2.38
000958,东方能源,24.4,0.361㈡,2.12,0,2.33,-1.36,45.8,         17.00㈡,26.14,21.69,43.64
000959,首钢股份,--  ,-0.042㈡,4.53,0,2.46,0.1,38.25,         -0.93㈡,3.65,--  ,-2.25
000960,锡业股份,11.37,-0.488㈡,5.73,0,4.55,-0.2,29.91,         -8.53㈡,1.98,10.39,-4.49
000961,中南建设,11.28,0.381㈡,7.93,0,0.91,5.8,10.38,          4.81㈡,24.77,10.25,5.04
000962,东方钽业,9.98,-0.354㈡,4.38,0,2.72,0.11,49.3,         -8.10㈡,-6.73,8.84,-25.88
000963,华东医药,74.5,1.536㈡,5.85,0,0.04,4.35,24.12,         26.24㈡,25.18,71.47,6.42
000965,天保基建,5.18,0.070㈡,4.25,0,1.88,1.27,80.08,          1.65㈡,39.82,4.9,19.72
000966,长源电力,11.2,0.597㈡,4.71,0,2.77,0.87,26.62,         12.67㈡,29.25,10.33,12.97
000967,上风高科,13.49,0.116㈡,5.03,0,1.58,0.59,57.93,          2.31㈡,11.2,12.7,2.56
000968,煤 气 化,6.2,-1.330㈡,2.34,0,1.14,-0.86,8.49,        -56.74㈡,-21.99,5.69,-73.9
000969,安泰科技,9.68,0.016㈡,3.65,0,1.77,0.38,38.94,          0.45㈡,14.19,8.95,0.72
000970,中科三环,13,0.124㈡,3.52,0,0.4,1.93,72.61,          3.52㈡,22.15,11.95,7.61
000971,蓝鼎控股,21.29,-0.070㈡,0.1,0,0.78,-1.88,20.29,        -72.93㈡,-12.41,18.28,-95.74
000972,新中基,--  ,-0.033㈡,1.46,0,1.39,-1.05,47.02,         -2.25㈡,7.83,--  ,-10.15
000973,佛塑科技,6.43,0.027㈡,2.08,0,0.32,0.58,37.01,          1.31㈡,17.53,5.96,1.9
000975,银泰资源,10.73,0.074㈡,3.35,0,1.93,0.28,78.44,          2.22㈡,74.03,9.89,30.82
000976,*ST春晖,6.98,-0.039㈡,0.34,0,0.61,-1.41,33.36,        -11.51㈡,2.4,6.68,-6.61
000977,浪潮信息,20.1,0.250㈡,2.64,0,0.65,0.85,40.25,          9.46㈡,15.11,17.63,5.76
000978,桂林旅游,8.42,-0.010㈡,4.01,0,2.7,0.13,50.15,         -0.24㈡,44.54,7.79,-1.59
000979,中弘股份,--  ,0.159㈡,1.37,0,0.06,0.29,36.64,         11.65㈡,74.6,--  ,108.04
000980,金马股份,6.17,0.049㈡,3.87,0,2.4,0.43,66.86,          1.28㈡,20.11,5.32,3.94
000981,银亿股份,--  ,0.316㈡,5.71,0,0.68,4.27,18.59,          5.54㈡,19.99,--  ,12.8
000982,中银绒业,--  ,0.008㈡,2.35,0,1.12,0.21,28.97,          0.32㈡,18.23,--  ,1.03
000983,西山煤电,5.87,0.064㈡,5.19,0,0.3,3.02,32.46,          1.24㈡,30.02,5.6,2.18
000985,大庆华科,19,-0.055㈡,3.78,0,2,0.35,84.63,         -1.46㈡,11.43,16.2,-1.76
000987,广州友谊,18.56,0.309㈡,5.86,0,0.17,3.52,67.63,          5.26㈡,25.52,16.6,7.91
000988,华工科技,12.35,0.100㈡,3.25,0,1.03,1.1,59.72,          3.08㈡,24.1,11,7.06
000989,九 芝 堂,22.6,0.268㈡,5.67,0,1.97,2.13,76.27,          4.72㈡,54.18,21.5,10.73
000990,诚志股份,--  ,0.028㈡,5.98,0,3.8,1.05,48.91,          0.46㈡,11.39,--  ,0.66
000993,闽东电力,8.7,0.075㈡,4.04,0,2.79,0.19,43.86,          1.86㈡,36.75,7.62,4.89
000995,*ST皇台,9.6,-0.052㈡,0.61,0,1.43,-1.85,21.74,         -8.59㈡,60.77,9.6,-33.28
000996,中国中期,--  ,0.047㈡,2.56,0,1.12,0.29,90.53,          1.83㈡,6.28,--  ,29.81
000997,新 大 陆,18.4,0.200㈡,2.2,0,0.06,1.01,54.33,          9.09㈡,41.74,16.2,13.83
000998,隆平高科,19.88,0.184㈡,2.05,0,0.04,0.94,50.65,          8.93㈡,35.71,18.5,22.76
000999,华润三九,26.26,0.641㈡,7.55,0,1.17,4.91,66.64,          8.49㈡,61.56,24.56,16.97
001696,宗申动力,12.18,0.172㈡,3.02,0,0.48,1.38,52.92,          5.69㈡,21.51,10.87,8.24
001896,豫能控股,--  ,0.229㈡,4.11,0,3.6,-0.65,29.63,          5.57㈡,32.92,--  ,12.44
002001,新 和 成,15.69,0.170㈡,6.26,0,0.66,4.22,76.31,          2.72㈡,26.82,14.2,9.61
002002,鸿达兴业,--  ,0.240㈡,3.33,3.33,1.19,0.77,25.91,          7.09㈡,29.6,--  ,12.31
002003,伟星股份,--  ,0.279㈡,4.19,0,1.6,1.17,78.37,          6.65㈡,39.69,--  ,12.35
002004,华邦颖泰,9.68,0.211㈡,3.86,0,1.92,0.86,44.06,          5.48㈡,31.35,8.78,11.98
002005,德豪润达,--  ,0.011㈡,3.99,0,2.44,0.48,42.36,          0.27㈡,17.98,--  ,0.72
002006,精功科技,7.28,0.010㈡,1.88,0,0.59,0.12,54.03,          0.56㈡,20.57,6.58,2.21
002007,华兰生物,38.03,0.533㈡,5.79,0,0.63,3.66,88.04,          9.21㈡,62.13,36.01,47.16
002008,大族激光,20.9,0.300㈡,4.02,0,0.67,1.99,57.98,          7.46㈡,37.99,18.66,12.44
002009,天奇股份,13.95,0.127㈡,4.52,0,1.96,1.37,36.96,          2.80㈡,22.64,12.51,4.98
002010,传化股份,15,0.215㈡,3.99,0,0.37,2.37,42.76,          5.38㈡,25.3,13.4,4.65
002011,盾安环境,9.48,0.085㈡,4.35,0,1.63,1.33,32.59,          1.96㈡,18.51,8.5,2.44
