代码	名称	涨幅%%	涨跌	最高%%	现价	开盘%%	现量	投资收益	市现率	市净率	市盈(动)	每股未分配	每股未分配	昨收	资产负债率%%	人均持股	净利润率%%	细分行业	流通股本(万)	地区	振幅%%	
000529	广弘控股	--  	--  	--  	14.11	--  	0	524.20	66.88	          7.45	    96.06	         -0.15	         -0.15	14.11	31.32	         13325	          4.09	食品	      56719.78	广东	0.00	
000530	大冷股份	-4.65	-0.62	5.86	12.70	-6.31	637	4839.30	-35.03	          1.58	    34.93	          1.32	          1.32	13.32	27.71	          6802	          9.20	机械基件	      21579.05	辽宁	13.51	
000531	穗恒运Ａ	-1.30	-0.10	3.25	7.60	-3.38	2179	14777.11	61.81	          1.56	     9.40	          2.04	          2.04	7.70	52.41	         19073	         23.79	火力发电	      68508.13	广东	8.05	
000532	力合股份	-10.03	-1.31	1.84	11.75	-7.50	1662	3554.93	705.21	          5.85	   120.77	          0.70	          0.70	13.06	23.05	         12090	         21.41	元器件	      34293.08	广东	11.87	
000533	万 家 乐	-4.06	-0.25	3.41	5.91	-3.41	2947	3967.38	14.05	          3.04	    23.32	          0.75	          0.75	6.16	65.11	         10292	          4.80	家用电器	      68490.24	广东	9.58	
000534	万泽股份	--  	--  	--  	9.45	--  	0	46.13	640.65	          3.64	    58.05	          0.66	          0.66	9.45	56.41	         19150	         14.75	区域地产	      49104.12	深圳	0.00	
000536	华映科技	-8.60	-0.93	4.16	9.88	-7.40	5544	6.92	4.95	          2.74	   109.93	          0.74	          0.74	10.81	59.93	          7176	          1.25	元器件	      25086.58	福建	12.77	
000537	广宇发展	-7.30	-0.51	2.29	6.48	-5.29	4497	1272.62	-4.93	          1.75	    18.73	          2.40	          2.40	6.99	47.84	         12445	         13.18	区域地产	      51271.33	天津	10.73	
000538	云南白药	-0.24	-0.17	-0.07	71.38	-7.76	6737	7323.11	38.28	          5.98	    29.61	          9.10	          9.10	71.55	29.08	         24513	         13.15	中成药	     104135.47	云南	7.69	
000539	粤电力Ａ	10.07	0.74	10.07	8.09	-5.99	48534	51997.05	7.45	          1.90	    12.34	          1.13	          1.13	7.35	60.64	         23936	         13.33	火力发电	     255390.92	广东	16.87	
000540	中天城投	--  	--  	--  	7.34	--  	0	16.54	-9.01	          3.75	    11.06	          0.72	          0.72	7.34	79.74	         11780	         17.76	区域地产	     321361.63	贵州	0.00	
000541	佛山照明	--  	--  	--  	11.57	--  	0	2070.90	148.26	          3.40	    73.40	          0.52	          0.52	11.57	17.74	          9824	          6.58	家用电器	      97493.50	广东	0.00	
000543	皖能电力	-0.16	-0.02	2.49	12.45	-6.42	17978	23098.13	7.61	          1.34	     9.19	          2.60	          2.60	12.47	43.02	         18518	         12.19	火力发电	     102515.75	安徽	10.26	
000544	中原环保	-0.55	-0.07	5.15	12.56	-4.43	758	900.00	-69.38	          3.70	    45.79	          0.54	          0.54	12.63	60.11	          9103	         11.62	环境保护	      26945.98	河南	10.13	
000545	金浦钛业	--  	--  	--  	10.67	--  	0	4930.66	774.92	          6.23	    80.88	          0.73	          0.73	10.67	29.52	         21690	         16.24	化工原料	      40657.14	吉林	0.00	
000546	金圆股份	-0.55	-0.04	6.28	7.29	-5.59	1325	2932.95	128.34	          2.66	   190.50	          0.60	          0.60	7.33	57.86	          9186	          2.16	水泥	      16937.44	吉林	13.78	
000547	航天发展	-6.81	-1.08	0.82	14.78	-9.39	12535	25831.85	226.94	          5.89	    68.11	          0.51	          0.51	15.86	39.36	         11943	         49.67	通信设备	      83483.88	福建	10.84	
000548	湖南投资	-9.95	-0.84	4.15	7.60	-9.95	3503	-48.13	36.38	          2.58	   434.32	          0.78	          0.78	8.44	26.28	          7158	          5.18	路桥	      49920.10	湖南	14.10	
000550	江铃汽车	10.01	2.29	10.01	25.17	-1.22	3634	194.22	94.21	          2.00	    10.04	         10.09	         10.09	22.88	44.57	         17641	          9.02	汽车整车	      51742.80	江西	16.08	
000551	创元科技	-3.45	-0.27	5.75	7.56	-6.13	3669	423.62	-1987.78	          2.31	    70.39	          1.14	          1.14	7.83	46.76	         14067	          1.93	专用机械	      40008.03	江苏	12.52	
000552	靖远煤电	6.69	0.51	6.69	8.13	-5.12	6523	0.00	-44.58	          1.51	    37.27	          1.39	          1.39	7.62	28.61	         10406	         10.79	煤炭开采	      35412.51	甘肃	12.86	
000553	沙隆达Ａ	--  	--  	--  	10.70	--  	0	0.00	-329.67	          3.07	    27.00	          1.71	          1.71	10.70	35.94	          6558	          9.53	农药化肥	      36389.12	湖北	0.00	
000554	泰山石油	-10.01	-0.93	2.05	8.36	-10.01	3205	-10.70	-213.22	          4.39	  1041.47	          0.28	          0.28	9.29	11.60	          5379	          0.13	石油贸易	      36264.96	山东	12.06	
000555	神州信息	-10.01	-3.47	2.22	31.20	-10.01	891	1400.35	-26.81	          4.75	    64.22	          1.96	          1.96	34.67	56.65	         10788	          3.88	通信设备	      11710.58	深圳	12.23	
000557	*ST广夏	4.96	0.27	4.96	5.71	3.13	611	182.65	-739.17	         27.85	 32757.73	         -2.28	         -2.28	5.44	48.51	         10695	          1.22	红黄药酒	      66800.49	宁夏	4.96	
000558	莱茵体育	-10.02	-1.82	2.26	16.35	-10.02	599	-131.46	-274.13	          8.77	--  	          0.21	          0.21	18.17	60.47	         18275	         -2.20	区域地产	      62979.50	浙江	12.27	
000559	万向钱潮	1.09	0.17	5.73	15.70	-8.56	59993	9989.71	60.47	          9.34	    40.14	          0.45	          0.45	15.53	59.15	         21423	          8.47	汽车配件	     228990.09	浙江	14.29	
000560	昆百大Ａ	-10.01	-1.84	2.23	16.55	-8.32	67	345.60	-424.38	          2.17	   895.78	          1.51	          1.51	18.39	39.19	         16126	          0.57	百货	      16542.36	云南	12.23	
000561	烽火电子	-10.00	-0.92	1.63	8.28	-8.80	2386	56.81	-32.71	          5.20	   414.48	          0.50	          0.50	9.20	44.42	         13567	          1.77	通信设备	      59399.19	陕西	11.63	
000563	陕国投Ａ	4.89	0.43	5.57	9.22	-5.46	6591	40160.05	23.23	          2.56	    19.38	          0.89	          0.89	8.79	24.42	         21889	         40.16	多元金融	     121466.72	陕西	12.06	
000564	西安民生	-5.74	-0.49	4.68	8.05	-6.09	4999	631.73	68.41	          2.19	    82.63	          0.49	          0.49	8.54	77.24	          7160	          1.74	百货	      33580.85	陕西	13.00	
000565	渝三峡Ａ	-9.99	-1.07	1.77	9.64	-9.99	1258	13709.70	-570.55	          5.38	    13.79	          0.74	          0.74	10.71	27.34	         13682	         63.70	染料涂料	      43359.21	重庆	11.76	
000566	海南海药	--  	--  	--  	49.97	--  	0	1108.68	-5753.70	         12.39	   119.42	          0.92	          0.92	49.97	48.04	         20667	         14.05	化学制药	      49434.30	海南	0.00	
000567	海德股份	-6.78	-0.92	3.24	12.65	-5.67	1092	1171.25	776.41	          9.13	    67.00	         -0.39	         -0.39	13.57	4.17	         11876	        152.27	区域地产	      15036.08	海南	13.26	
000568	泸州老窖	1.68	0.36	2.80	21.76	-4.16	37387	23252.06	-24.73	          3.08	    14.94	          4.38	          4.38	21.40	26.39	         13483	         27.64	白酒	     140052.55	四川	6.96	
000570	苏常柴Ａ	-6.20	-0.50	4.09	7.56	-5.58	2004	490.06	90.82	          2.00	    56.49	          1.04	          1.04	8.06	37.00	          7342	          2.76	农用机械	      41137.42	江苏	11.17	
000571	新大洲Ａ	-2.90	-0.15	3.28	5.03	-3.47	2291	5848.10	-27.71	          1.84	    40.79	          0.86	          0.86	5.18	40.32	          7321	         12.32	煤炭开采	      73575.04	海南	8.30	
000572	海马汽车	3.18	0.18	5.12	5.84	-5.12	18478	-637.40	15.35	          1.30	    24.81	          1.14	          1.14	5.66	34.94	         16726	          3.22	汽车整车	     164209.52	海南	13.78	
000573	粤宏远Ａ	-3.53	-0.16	3.53	4.37	-5.08	3553	489.57	56.59	          1.73	--  	          0.29	          0.29	4.53	51.00	          9367	        -12.39	区域地产	      62228.57	广东	11.92	
000576	广东甘化	-5.38	-0.53	3.45	9.32	-6.40	4198	0.00	-69.36	          4.14	--  	         -0.71	         -0.71	9.85	35.92	          9439	        -12.62	综合类	      25617.61	广东	10.86	
000581	威孚高科	1.98	0.45	2.72	23.21	-3.34	13152	78233.84	54.03	          2.04	    11.32	          6.09	          6.09	22.76	22.00	         15921	         30.85	汽车配件	      84775.64	江苏	7.82	
000582	北部湾港	5.59	0.86	5.59	16.24	-2.60	2891	3.77	49.73	          2.72	    31.49	          1.86	          1.86	15.38	52.60	          5617	         16.03	港口	      14205.90	广西	11.31	
000584	友利控股	-9.64	-1.03	4.21	9.66	-10.01	2171	-162.35	73.22	          3.04	    69.62	          0.91	          0.91	10.69	33.81	         13639	          6.37	化纤	      61061.48	江苏	14.22	
000585	东北电气	-8.48	-0.47	5.05	5.07	-9.75	11534	56.18	-152.83	         15.56	--  	         -1.77	         -1.77	5.54	42.14	          6385	         -2.39	电气设备	      60942.10	辽宁	14.98	
000586	汇源通信	--  	--  	--  	19.69	--  	0	7.15	-82.07	         17.89	  2002.54	         -0.29	         -0.29	19.69	54.20	         11785	          0.56	通信设备	      19344.00	四川	0.00	
000587	金叶珠宝	--  	--  	--  	19.60	--  	0	0.00	368.48	          7.93	    76.09	          0.72	          0.72	19.60	55.90	         16689	          1.51	批发业	      55713.46	黑龙江	0.00	
000589	黔轮胎Ａ	-4.39	-0.26	3.55	5.66	-3.89	4462	1367.25	7.17	          1.14	    33.50	          1.37	          1.37	5.92	66.00	          9685	          3.06	汽车配件	      74540.72	贵州	10.64	
000590	*ST古汉	--  	--  	--  	20.41	--  	0	43.00	-1969.83	         23.20	   201.65	         -1.02	         -1.02	20.41	65.87	         16065	          7.05	中成药	      22323.61	湖南	0.00	
000591	桐 君 阁	-8.55	-1.19	2.59	12.73	-7.97	2138	22.16	105.69	          8.40	    91.98	          0.14	          0.14	13.92	85.22	         10699	          0.75	医药商业	      27463.09	重庆	11.35	
000592	平潭发展	-9.97	-1.36	2.64	12.28	-9.97	2987	198.90	-616.72	          8.90	   168.36	         -0.30	         -0.30	13.64	39.43	         22535	          6.12	林业	      83770.46	福建	12.61	
000593	大通燃气	-10.02	-0.90	-0.22	8.08	-10.02	2469	13.75	155.82	          3.43	   163.90	          0.40	          0.40	8.98	11.58	          6954	          3.37	供气供热	      22317.48	四川	9.80	
000595	宝塔实业	--  	--  	--  	11.27	--  	0	0.00	-111.95	          5.01	--  	         -0.95	         -0.95	11.27	36.11	          9590	        -33.60	机械基件	      21681.03	宁夏	0.00	
000596	古井贡酒	0.37	0.11	1.99	29.81	-4.44	2555	3829.81	44.65	          3.32	    19.73	          4.74	          4.74	29.70	35.80	         14007	         14.03	白酒	      38359.91	安徽	6.57	
000597	东北制药	-3.20	-0.23	2.79	6.95	-4.18	1637	239.63	-26.86	          1.28	--  	          0.50	          0.50	7.18	69.34	          9694	         -4.07	化学制药	      43854.91	辽宁	9.47	
000598	兴蓉环境	0.31	0.02	2.04	6.38	-4.87	53221	7681.70	32.10	          2.44	    21.85	          0.97	          0.97	6.36	38.13	         15536	         29.18	水务	     298621.88	四川	7.70	
000599	青岛双星	-6.18	-0.42	3.38	6.38	-7.35	3957	1123.75	3886.41	          1.71	    82.00	          0.88	          0.88	6.80	54.11	          8731	          1.73	汽车配件	      52481.05	山东	12.06	
000600	建投能源	5.68	0.49	6.26	9.11	-2.67	15357	40363.15	9.66	          1.69	     7.46	          1.79	          1.79	8.62	53.71	         17635	         22.70	火力发电	     109005.09	河北	10.90	
000601	韶能股份	--  	--  	--  	12.60	--  	0	0.00	39.48	          3.58	    48.71	          0.61	          0.61	12.60	52.72	         10183	          9.45	火力发电	      99395.35	广东	0.00	
000603	盛达矿业	4.78	0.62	5.16	13.60	-3.85	3686	19.73	39.56	          8.24	    25.45	          1.46	          1.46	12.98	32.28	         13589	         32.15	铅锌	      44077.07	北京	12.33	
000605	渤海股份	-9.37	-1.39	3.10	13.44	-5.46	462	-787.59	38.10	          2.70	   118.81	          1.29	          1.29	14.83	53.21	         15606	          3.33	水务	      11843.54	北京	13.08	
000606	青海明胶	-5.59	-0.38	3.68	6.42	-5.29	2183	-12.15	467.86	          3.87	--  	         -0.29	         -0.29	6.80	32.54	         10260	        -28.37	化学制药	      40596.35	青海	11.03	
000607	华媒控股	-3.40	-0.27	6.68	7.66	-4.16	2808	2561.08	-39.55	          5.85	    54.66	          0.49	          0.49	7.93	31.42	         10907	         10.87	广告包装	      48773.19	浙江	12.11	
000608	阳光股份	-2.50	-0.11	4.32	4.29	-4.55	7215	4012.80	-68.69	          0.98	--  	          2.31	          2.31	4.40	61.20	         13994	         -4.85	区域地产	      74991.32	广西	11.14	
000609	绵世股份	-9.97	-1.13	1.50	10.20	-9.18	219	2362.11	291.08	          2.38	--  	          2.89	          2.89	11.33	34.62	          9095	        -14.15	区域地产	      27411.89	北京	11.47	
000610	西安旅游	-6.45	-0.69	1.78	10.00	-6.36	1195	213.74	-159.84	          3.09	--  	          0.42	          0.42	10.69	23.78	          7199	         -2.82	旅游服务	      19508.15	陕西	10.20	
000611	*ST蒙发	-4.98	-0.43	-4.98	8.21	-4.98	1	-690.87	126.02	          5.07	--  	          0.19	          0.19	8.64	24.55	          9615	       -141.32	纺织	      31906.42	内蒙	0.00	
000612	焦作万方	4.91	0.28	6.32	5.98	-4.74	8432	3729.48	-174.81	          1.48	    74.51	          1.37	          1.37	5.70	46.60	         10161	          1.98	铝	      95778.11	河南	11.75	
000613	大东海A	-0.09	-0.01	2.66	10.88	-7.71	1946	0.00	4768.19	         48.89	--  	         -0.93	         -0.93	10.89	26.29	          9263	        -40.28	旅游服务	      26102.67	海南	12.67	
000615	湖北金环	-3.74	-0.35	4.49	9.01	-4.91	1237	13507.63	-29.31	          2.53	     9.06	          1.18	          1.18	9.36	39.01	          9353	         31.28	化纤	      21167.21	湖北	11.97	
000616	海航投资	-8.68	-0.59	2.79	6.21	-7.35	10069	2459.42	262.23	          2.06	    51.60	          1.71	          1.71	6.80	48.77	         11550	         28.74	全国地产	     143012.56	辽宁	12.79	
000617	石油济柴	-10.03	-1.06	2.18	9.51	-9.93	450	0.00	-31.62	          4.51	   226.60	          0.67	          0.67	10.57	73.02	         13766	          0.99	机械基件	      28753.91	山东	12.20	
000619	海螺型材	-6.33	-0.58	4.59	8.58	-5.90	3628	423.57	13.10	          1.30	    35.10	          3.69	          3.69	9.16	37.38	         11353	          2.70	其他建材	      36000.00	安徽	13.43	
000620	新华联	4.28	0.39	4.28	9.50	-6.70	10641	8551.70	-15.14	          3.20	   122.36	          1.47	          1.47	9.11	78.69	         29713	          7.97	区域地产	     159797.06	北京	14.27	
000622	恒立实业	--  	--  	--  	11.32	--  	0	0.00	-394.86	         26.00	--  	         -1.00	         -1.00	11.32	40.39	         15372	        -56.54	汽车配件	      28297.56	湖南	0.00	
000623	吉林敖东	-0.81	-0.20	0.98	24.35	-4.97	20502	147622.38	222.07	          1.27	     6.56	         11.10	         11.10	24.55	8.54	          9941	        145.78	中成药	      78904.07	吉林	6.84	
000625	长安汽车	2.37	0.34	3.76	14.69	-3.83	74971	496294.94	10.64	          2.32	     6.73	          4.08	          4.08	14.35	63.33	         17538	         15.39	汽车整车	     338751.69	重庆	9.27	
000626	如意集团	--  	--  	--  	43.23	--  	0	86324.35	-11.53	         10.32	    21.35	          3.04	          3.04	43.23	85.94	         11415	          0.81	商贸代理	      20229.75	江苏	0.00	
000627	天茂集团	-6.93	-0.45	3.08	6.04	-5.70	8998	1082.42	-911.65	          5.79	--  	         -0.06	         -0.06	6.49	31.90	         12762	        -12.88	化工原料	     135358.94	湖北	10.63	
000628	高新发展	-9.98	-1.12	3.74	10.10	-9.98	6906	83.17	17.59	          4.90	--  	         -1.32	         -1.32	11.22	84.50	          8121	         -2.16	园区开发	      18775.22	四川	13.73	
000629	攀钢钒钛	-5.97	-0.20	2.39	3.15	-5.97	32170	-710.55	-97.01	          2.70	--  	         -0.52	         -0.52	3.35	79.60	         11155	         -8.61	普钢	     476729.66	四川	11.94	
000630	铜陵有色	--  	--  	--  	8.44	--  	0	-5479.95	7.82	          2.15	    61.16	          1.46	          1.46	8.44	69.13	         20837	          0.57	铜	     284313.69	安徽	0.00	
000631	顺发恒业	3.67	0.25	4.11	7.06	-6.02	10617	-16.02	14.02	          2.84	    24.02	          1.16	          1.16	6.81	70.14	         36232	         10.79	区域地产	     146371.34	吉林	13.80	
000632	三木集团	-6.20	-0.44	5.63	6.66	-5.63	2319	-372.90	-100.58	          2.46	   554.67	          0.30	          0.30	7.10	81.81	         11373	          0.16	综合类	      46548.53	福建	14.23	
000633	合金投资	--  	--  	--  	12.87	--  	0	-24.16	122.91	         26.92	--  	         -0.82	         -0.82	12.87	23.01	         15090	        -48.38	综合类	      38510.64	辽宁	0.00	
000635	英 力 特	-2.29	-0.22	3.95	9.39	-4.47	1055	0.00	-65.86	          1.02	    51.01	          1.72	          1.72	9.61	12.26	         13774	          3.41	化工原料	      30308.75	宁夏	10.09	
000636	风华高科	0.68	0.05	3.41	7.38	-4.64	4703	3577.21	-59.03	          1.49	    71.03	          0.61	          0.61	7.33	25.59	          9882	          4.78	元器件	      67093.63	广东	9.96	
000637	茂化实华	-4.38	-0.27	3.90	5.89	-5.84	2282	698.01	24.09	          3.74	    31.55	          0.21	          0.21	6.16	31.07	          8472	          3.14	石油加工	      36648.55	广东	11.36	
000638	万方发展	-9.89	-0.99	1.90	9.02	-7.59	4127	0.00	-4.98	         12.37	--  	         -0.55	         -0.55	10.01	87.78	         13790	        -10.81	批发业	      30940.00	辽宁	11.89	
000639	西王食品	-8.06	-0.99	0.33	11.30	-7.57	2602	0.00	-68.68	          3.31	    29.44	          1.58	          1.58	12.29	25.54	         16809	          7.08	食品	      37664.57	山东	10.33	
000650	仁和药业	--  	--  	--  	17.17	--  	0	1050.33	71.84	          9.80	    64.26	          0.39	          0.39	17.17	17.41	         12534	         14.15	中成药	     123801.24	江西	0.00	
000651	格力电器	-1.87	-0.34	0.05	17.85	-3.52	73112	8873.76	3.61	          2.61	     9.39	          5.24	          5.24	18.19	74.32	         19599	         11.42	家用电器	     597318.13	广东	5.22	
000652	泰达股份	3.93	0.21	5.61	5.56	-6.54	8812	15089.76	-10.55	          3.42	   224.37	          0.34	          0.34	5.35	86.58	         13819	          0.84	综合类	     146567.31	天津	14.02	
000655	金岭矿业	-9.99	-1.00	-1.60	9.01	-9.99	881	162.67	-437.75	          1.72	--  	          2.92	          2.92	10.01	12.02	         15983	         -9.36	普钢	      59534.01	山东	8.39	
000656	金科股份	-0.76	-0.04	3.61	5.22	-4.94	7307	4394.45	-117.25	          2.01	    23.04	          1.37	          1.37	5.26	84.35	          8388	          7.14	区域地产	     298439.03	重庆	11.22	
000657	中钨高新	--  	--  	--  	16.01	--  	0	21.00	38.45	          3.02	--  	          0.00	          0.00	16.01	50.43	          8986	         -4.53	小金属	      24557.07	海南	0.00	
000659	*ST中富	--  	--  	--  	4.50	--  	0	3.77	30.79	          5.16	   740.73	         -0.62	         -0.62	4.50	67.27	         12216	          0.38	广告包装	     128570.25	广东	0.00	
000661	长春高新	1.39	1.25	4.38	91.14	-10.00	1163	45.60	36.68	          7.55	    34.04	          8.23	          8.23	89.89	34.34	         11161	         16.37	生物制药	      13132.37	吉林	14.38	
