代码,名称,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万)
600122,宏图高科,305,--  ,114027.34,         98.41亿,         98.93亿,-2.5,2676,176,0.0015,20150828,19980420,114634.84,0,0,1767413.75
600123,兰花科创,1544,--  ,114240,         79.63亿,         79.63亿,-3.13,2571,159,0.0014,20150804,19981217,114240,0,0,2225742.75
600125,铁龙物流,404,--  ,130552.18,        107.31亿,        107.31亿,-0.4,2579,207,0.0016,20150821,19980511,130552.18,0,0,660522.5
600126,杭钢股份,1779,--  ,83893.88,         49.41亿,         49.41亿,-8.76,2238,97,0.0012,20150822,19980311,83893.88,0,0,637564.5
600127,金健米业,1305,--  ,54445.96,         30.16亿,         35.55亿,-6.69,2559,99,0.0018,20150816,19980506,64178.32,0,0,141907.84
600128,弘业股份,7,--  ,24676.75,         24.87亿,         24.87亿,-4.16,1689,51,0.0021,20150829,19970901,24676.75,0,0,303609.44
600129,太极集团,37,--  ,42689.39,         61.43亿,         61.43亿,-7.43,2378,58,0.0014,20150829,19971118,42689.39,0,0,1045890
600130,波导股份,144,--  ,76800,         42.09亿,         42.09亿,-8.46,2531,157,0.002,20150818,20000706,76800,0,0,122606.65
600131,岷江水电,40,--  ,39736.69,         26.03亿,         33.02亿,-3.61,1904,52,0.0013,20150808,19980402,50412.51,0,0,232953.41
600132,重庆啤酒,6,--  ,48397.12,         62.09亿,         62.09亿,-1.26,1618,36,0.0007,20150829,19971030,48397.12,0,0,405832.25
600133,东湖高新,20866,--  ,53794.89,         48.25亿,         56.89亿,-9.83,2827,184,0.0034,20150829,19980212,63425.78,0,0,1478048
600135,乐凯胶片,3307,--  ,34200,         44.77亿,         48.82亿,-9.77,1965,75,0.0022,20150826,19980122,37299.17,0,0,173011
600136,道博股份,1027,--  ,10429.4,         23.63亿,         37.17亿,-9.8,1336,36,0.0034,20150829,19980303,16401.84,0,0,117647.67
600137,浪莎股份,5871,--  ,9721.75,         20.38亿,         20.38亿,-9.8,1562,185,0.0191,20150825,19980416,9721.75,0,0,55516.48
600138,中青旅,222,--  ,70271.82,        129.65亿,        133.55亿,3.57,2597,113,0.0016,20150806,19971203,72384,0,0,908594.13
600139,西部资源,0,--  ,66189.04,        146.41亿,        146.41亿,0.2,1,0,0,20150829,19980225,66189.04,0,0,620371.06
600141,兴发集团,0,--  ,43723.1,         52.47亿,         63.60亿,0.2,1,0,0,20150804,19990616,52998.19,0,0,2132800
600143,金发科技,51,--  ,256000,        178.43亿,        178.43亿,-0.51,2398,143,0.0006,20150811,20040623,256000,0,0,1400295.13
600145,*ST新亿,353499,--  ,37768.5,         21.57亿,         21.57亿,-4.79,66,31,0.0008,20150829,19990923,37768.5,0,0,3479.4
600146,商赢环球,0,--  ,20000,         53.16亿,         53.16亿,0.2,1,0,0,20150823,19990707,20000,0,0,29428.53
600148,长春一东,5211,--  ,14151.63,         32.55亿,         32.55亿,-9.78,2596,43,0.003,20150825,19980520,14151.63,0,0,86583.3
600149,廊坊发展,8835,--  ,38016,         59.38亿,         59.38亿,-9.77,2835,364,0.0096,20150826,19991014,38016,0,0,29790.38
600150,中国船舶,81,--  ,137811.77,        487.99亿,        487.99亿,-0.19,2832,137,0.001,20150829,19980520,137811.77,0,0,5379409
600151,航天机电,1008,--  ,125017.99,        112.77亿,        112.77亿,-9.69,2799,141,0.0011,20150821,19980605,125017.99,0,0,963491
600152,维科精华,30,--  ,29349.41,         19.72亿,         19.72亿,0.8,1739,60,0.002,20150828,19980609,29349.41,0,0,149918.16
600153,建发股份,0,--  ,283520.06,        490.77亿,        490.77亿,0.2,1,0,0,20150829,19980616,283520.06,0,0,10216340
600155,宝硕股份,0,--  ,41250,         61.79亿,         71.40亿,0.2,1,0,0,20150814,19980918,47660.26,0,0,191389.11
600156,华升股份,8878,--  ,40211.07,         41.22亿,         41.22亿,-9.81,1983,85,0.0021,20150801,19980527,40211.07,0,0,111276.92
600157,永泰能源,2269,--  ,459565.47,        209.56亿,        510.48亿,-9.32,2777,291,0.0006,20150721,19980513,1119464,0,0,8586920
600158,中体产业,9193,--  ,65749.53,         99.48亿,        127.66亿,-9.79,2859,201,0.0031,20150825,19980327,84373.53,0,0,359910.63
600159,大龙地产,382,--  ,83000.32,         34.78亿,         34.78亿,-5.64,1905,94,0.0011,20150828,19980526,83000.32,0,0,274028.06
600160,巨化股份,1745,--  ,181091.59,        180.73亿,        180.73亿,-9.64,2401,346,0.0019,20150821,19980626,181091.59,0,0,906354.13
600161,天坛生物,119,--  ,51546.69,        119.38亿,        119.38亿,-6.93,2174,56,0.0011,20150825,19980616,51546.69,0,0,576452.25
600162,香江控股,558,--  ,76781.27,         44.30亿,         44.30亿,-4.42,2146,73,0.001,20150816,19980609,76781.27,0,0,1392084.63
600163,*ST南纸,4110,--  ,72141.99,         40.33亿,         55.87亿,-4.73,1438,83,0.0012,20150820,19980602,99946.52,0,0,278888.94
600165,新日恒力,0,--  ,19395.34,         54.69亿,         77.25亿,0.2,1,0,0,20150829,19980529,27395.34,0,0,248458.97
600166,福田汽车,3928,--  ,280967.16,        168.30亿,        199.77亿,0.2,2445,371,0.0013,20150829,19980602,333506.56,0,0,3930788.75
600167,联美控股,0,--  ,21100,         54.35亿,         54.35亿,0.2,1,0,0,20150828,19990128,21100,0,0,275234.06
600168,武汉控股,321,--  ,56888.1,         50.40亿,         62.87亿,-2.75,1954,65,0.0011,20150829,19980427,70956.96,0,0,769793.25
600169,太原重工,598,--  ,242395.5,        118.53亿,        118.53亿,-5.03,2655,196,0.0008,20150829,19980904,242395.5,0,0,2707190
600170,上海建工,202,--  ,469020.22,        405.70亿,        514.09亿,7.26,2794,391,0.0008,20150829,19980623,594321.44,0,0,12108235
600171,上海贝岭,484,--  ,67380.77,         75.67亿,         75.67亿,-9.74,2488,101,0.0015,20150811,19980924,67380.77,0,0,201618.27
600172,黄河旋风,0,--  ,49667.83,         60.40亿,         84.52亿,0.2,1,0,0,20150728,19981126,69503.17,0,0,624990.81
600173,卧龙地产,153,--  ,72505.74,         35.96亿,         35.97亿,-4.59,1896,83,0.0011,20150730,19990415,72514.74,0,0,453052.69
600175,美都能源,154,--  ,144803.31,         67.48亿,        114.22亿,-5.84,2516,203,0.0014,20150820,19990408,245103.75,0,0,1438236.75
600176,中国巨石,94,--  ,87262.95,        182.55亿,        182.55亿,-0.37,2662,93,0.0011,20150820,19990422,87262.95,0,0,2068856.38
600177,雅戈尔,2287,--  ,222661.17,        289.46亿,        289.46亿,-0.1,2752,254,0.0011,20150829,19981119,222661.17,0,0,4597800.5
600178,东安动力,19,--  ,46208,         36.41亿,         36.41亿,-6.54,2108,52,0.0011,20150825,19981014,46208,0,0,310091.28
600179,黑化股份,25,--  ,39000,         34.59亿,         34.59亿,-7.97,2133,61,0.0016,20150822,19981104,39000,0,0,129276.4
600180,瑞茂通,0,--  ,88254.89,        137.32亿,        158.31亿,0.2,1,0,0,20150828,19980703,101740.75,0,0,1021622.88
600182,S佳通,512,--  ,17000,         21.85亿,         43.69亿,-4.82,1535,36,0.0021,20150829,19990507,34000,0,0,297282.78
600183,生益科技,873,--  ,142301.81,        120.67亿,        120.67亿,-7.32,2788,312,0.0022,20150827,19981028,142301.81,0,0,848531.63
600184,光电股份,6317,--  ,41876.07,         91.33亿,         91.33亿,-9.78,2468,31,0.0007,20150731,20031106,41876.07,0,0,296293.19
600185,格力地产,12,--  ,57761.37,         93.17亿,         93.17亿,-8.87,2382,79,0.0014,20150828,19990611,57761.37,0,0,1992481.63
600186,莲花味精,0,--  ,106202.42,        111.09亿,        111.09亿,0.2,1,0,0,20150829,19980825,106202.42,0,0,215171.27
600187,国中水务,316,--  ,145562.42,         70.16亿,         70.16亿,2.54,2528,220,0.0015,20150821,19981111,145562.42,0,0,418393.06
600188,兖州煤业,0,--  ,295998,        296.89亿,        296.89亿,10.18,2215,158,0.0005,20150831,19980701,491840,0,195840,13199102
600189,吉林森工,0,--  ,31050,         42.82亿,         42.82亿,0.2,1,0,0,20150821,19981007,31050,0,0,493346.31
600190,锦州港,1899,--  ,133898.05,         66.01亿,         98.71亿,-2.94,2258,69,0.0005,20150818,19990609,200229.16,22280.69,0,1183968.63
600191,华资实业,0,--  ,48493.19,         56.11亿,         56.11亿,0.2,1,0,0,20150829,19981210,48493.19,0,0,288792.09
600192,长城电工,1007,--  ,44174.8,         29.69亿,         29.69亿,-6.46,1774,70,0.0016,20150808,19981224,44174.8,0,0,438445.06
600193,创兴资源,0,--  ,42537.3,         57.34亿,         57.34亿,0.2,1,0,0,20150826,19990527,42537.3,0,0,64176.91
600195,中牧股份,0,--  ,42980,         73.84亿,         73.84亿,0.2,1,0,0,20150829,19990107,42980,0,0,429328.41
600196,复星医药,231,--  ,190561.45,        443.25亿,        443.82亿,2.67,2379,138,0.0007,20150826,19980807,231138.03,0,40328.39,3634631.25
600197,伊力特,43,--  ,44100,         43.92亿,         43.92亿,-1.47,1432,48,0.0011,20150828,19990916,44100,0,0,223290.3
600198,大唐电信,5293,--  ,53298.94,         81.97亿,        135.67亿,-9.8,2756,155,0.0029,20150822,19981021,88210.84,0,0,1400934.25
600199,金种子酒,6,--  ,55577.5,         46.07亿,         46.07亿,4.09,1681,66,0.0012,20150826,19980812,55577.5,0,0,329585.5
600200,江苏吴中,10903,--  ,52208.92,         69.02亿,         83.10亿,-9.8,2582,118,0.0023,20150826,19990401,62860,0,0,400679.72
600201,金宇集团,201,--  ,28252.84,        124.26亿,        125.97亿,-1.14,1709,68,0.0024,20150820,19990115,28641.49,0,0,221017.05
600202,哈空调,0,--  ,38334.07,         72.22亿,         72.22亿,0.2,1,0,0,20150818,19990603,38334.07,0,0,255533.42
600203,福日电子,92,--  ,28377.89,         26.02亿,         34.87亿,-2.14,1824,53,0.0019,20150824,19990514,38028.07,0,0,431596.06
600206,有研新材,117,--  ,58713.42,         61.47亿,         87.82亿,-6.15,2687,139,0.0024,20150829,19990319,83877.84,0,0,309046.97
600207,安彩高科,44,--  ,44000,         21.34亿,         33.46亿,-8.46,2085,92,0.0021,20150829,19990714,69000,0,0,326966.13
