代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量
002310,东方园林,-2.72,-56,7.9,17.3,6.67,-102.89,122.82,0,0,建筑施工,北京,0,38.3,0,0,--  ,0
002311,海大集团,8.04,42.03,3.67,1.91,3.99,15.92,32.01,248930416,1.99,饲料,广东,12.18,11.7,140951,71781,1.96,3440
002312,三泰控股,9.96,-233.41,-29.81,26.79,7.43,-78.1,--  ,704372928,1.05,电脑设备,四川,16.04,15.31,236294,223813,1.06,0
002313,日海通讯,26.95,-248.76,-1.46,3.75,2.43,-40.53,--  ,0,0,通信设备,深圳,0,14.8,0,0,--  ,0
002314,雅致股份,34.23,47.93,-9.49,12.66,3.34,65.02,--  ,175891568,0.66,其他建材,深圳,13.12,8.36,102126,108320,0.94,0
002315,焦点科技,-12.44,51.96,54.2,29.47,3.46,-360.43,31.13,318275712,1.92,互联网,江苏,16.04,56.66,39847,16326,2.44,80
002316,键桥通讯,32.74,11.32,-1.05,15.68,5.11,36.99,127.27,0,0,软件服务,深圳,0,11,0,0,--  ,0
002317,众生药业,19.87,27.45,22.31,11.18,4.3,65.99,28.26,205825744,1.36,中成药,广东,11.65,11.06,99193,86827,1.14,2328
002318,久立特材,-4.15,-29.85,6.13,6.88,3.71,172.44,60.77,509596032,1.45,特钢,浙江,10.15,27.16,84514,103135,0.82,0
002319,乐通股份,-22.9,-56.15,1.8,9.64,3.95,57.92,496.5,91196744,0.83,染料涂料,广东,12.33,11.68,44835,33229,1.35,147
002320,海峡股份,23.07,70.94,31.41,28.72,5.69,71.71,57.87,0,0,水运,海南,0,27.43,0,0,--  ,0
002321,华英农业,15.97,140.01,1.65,3.17,1.98,20.26,69.87,127446968,0.96,农业综合,河南,12.85,7.18,91252,86197,1.06,1087
002322,理工监测,-5.29,-81.69,-0.28,50.56,2.92,3016.53,608.86,133446912,0.79,电气设备,浙江,12.9,12.59,58109,47872,1.21,1285
002323,雅百特,-2.12,-46.07,0.5,39.92,2.95,2022.68,563.01,33610740,1.07,电气设备,江苏,17.62,24.34,6606,7200,0.92,6
002324,普利特,43.51,59.64,13.21,3.38,2.61,-112.33,14.38,86207088,0.74,塑料,上海,12.1,17.26,27874,22079,1.26,53
002325,洪涛股份,-13.14,2.94,10.78,15.69,8.24,-76.19,81.77,0,0,装修装饰,深圳,0,24.88,0,0,--  ,0
002326,永太科技,68.21,255.49,17.65,13.19,5.33,865.42,43.12,230680944,0.77,化工原料,浙江,14.12,12.44,90535,94899,0.95,391
002327,富安娜,1.01,16.09,26.75,9.36,3.5,-175.38,22.08,235931744,0.99,服饰,深圳,11.98,9.16,141902,115784,1.23,15
002328,新朋股份,21.74,21.27,5.38,1.61,1.52,217.64,31.31,169429840,0.81,专用机械,上海,13.59,7.86,112101,103395,1.08,3434
002329,皇氏集团,33.37,125.92,11.94,10.55,4.43,516.64,62.45,264093072,0.94,乳制品,广西,10.83,24.86,42486,63733,0.67,0
002330,得利斯,-10.51,-17.49,3.69,5.59,3.34,74.65,89.1,234689024,0.98,食品,山东,13.73,8.98,77537,183674,0.42,0
002331,皖通科技,-8.45,7.1,9.83,13.39,3.27,-121.96,82.65,259104192,0.85,软件服务,安徽,15.58,13.83,89397,97936,0.91,11280
002332,仙琚制药,-0.77,48.76,4.06,4.59,4.5,108.5,63.96,214441360,1.41,生物制药,浙江,11.58,10.13,115615,96056,1.2,2107
002333,罗普斯金,0.47,203.09,-4.31,6.94,2.6,593.8,18.12,31232042,0.45,铝,江苏,14.11,14.03,10458,11803,0.89,80
002334,英威腾,-3.98,-18.49,10.68,10.81,3.53,-94.14,41.77,129310336,0.86,电气设备,深圳,12.42,7.38,92337,82789,1.12,309
002335,科华恒盛,11.43,-66.71,3.09,7.65,3.47,-28.22,119.72,116424424,0.73,电气设备,福建,12.51,18.28,35058,28623,1.22,190
002336,人人乐,-6.01,282.3,1.21,0.7,1.5,-38.58,45.88,76852320,0.6,超市连锁,深圳,10.94,10.53,35229,37786,0.93,9
002337,赛象科技,-49.7,-194.37,-13.98,21.99,3.18,-20.74,--  ,75677240,0.75,化工机械,天津,11.39,6.96,59914,48761,1.23,1506
002338,奥普光电,-10.74,4.38,11.64,30.19,6.2,-132.36,72.93,55598392,0.68,电器仪表,吉林,12.39,40.03,8591,5299,1.62,26
002339,积成电子,33.14,15.31,5.77,13.68,4.12,-24.29,142.4,297042624,0.86,电气设备,山东,15.07,15.42,98438,94146,1.05,554
002340,格林美,20.53,31.81,5.63,5.22,2.7,-21.13,44.58,395533472,1,小金属,深圳,10.46,9.54,228680,185713,1.23,258
002341,新纶科技,-20.59,-67.37,5.16,6.33,2.25,52.83,76.86,168447888,0.96,化工原料,深圳,13.87,9.49,66839,110689,0.6,35
002342,巨力索具,-2.17,-16.14,3.87,7.48,2.24,82.14,89.27,159247952,0.57,机械基件,河北,10.61,5.75,143182,133906,1.07,609
002343,禾欣股份,12.55,55.41,8.37,9.64,6.54,305.09,82.78,0,0,塑料,浙江,0,41.26,0,0,--  ,0
002344,海宁皮城,-14.11,-14.1,55.23,12.49,3.06,206,14.76,319901184,1.19,商品城,浙江,10.3,13.15,139191,104011,1.34,41847
002345,潮宏基,14.6,10.32,11.28,11.87,6.73,88.32,58.69,0,0,服饰,广东,0,19.58,0,0,--  ,0
002346,柘中股份,-5.47,123.06,58.44,29.37,3.94,96.53,31.17,307182848,1.59,水泥,上海,18.02,13.11,113024,121213,0.93,110194
002347,泰尔重工,1.9,-43.87,2.57,26.98,4.1,-70.73,306.48,0,0,机械基件,安徽,0,22.01,0,0,--  ,0
002348,高乐股份,-1.11,-15.45,15.56,32.32,6.23,461.72,122.83,0,0,文教休闲,广东,0,15.63,0,0,--  ,0
002349,精华制药,-4.33,46.69,13.81,18.29,3.86,369.64,85.29,80759128,0.68,中成药,江苏,14.34,21.49,19177,18395,1.04,61
002350,北京科锐,0.27,-44.7,0.74,6.21,3.07,-22.08,131.52,113333672,0.96,电气设备,北京,15.54,15.9,36867,34424,1.07,683
002351,漫步者,-7.44,11.03,21.18,14.93,2.79,195.31,43.37,90498664,0.71,电脑设备,深圳,12.27,16.47,31020,23934,1.3,14
002352,鼎泰新材,-11.08,-21.24,4.3,5.78,2.82,52.43,74.53,36995084,0.73,钢加工,安徽,14.1,18.17,10592,9773,1.08,103
002353,杰瑞股份,-44.98,-84.3,9.33,34.65,5.47,593.45,209.8,0,0,化工机械,山东,0,44.35,0,0,--  ,0
002354,天神娱乐,30.28,48.55,45.06,45.66,18.67,97.48,51.07,83104024,0.86,互联网,辽宁,12.47,65.78,7093,5540,1.28,2622
002355,兴民钢圈,-20.5,-59.96,3.04,6.32,1.9,92.76,124.76,85991712,1.06,汽车配件,山东,17.88,6.92,62336,61862,1.01,233519
002356,浩宁达,170.03,1493.78,10.61,9.59,3.3,-17.94,43.08,54324896,0.89,电器仪表,深圳,12.86,15.73,15732,18803,0.84,11
002357,富临运业,57.75,10.57,27.39,9.71,3.71,27.22,20.68,128952280,0.79,公路,四川,12.59,15.75,37192,44692,0.83,162
002358,森源电气,17.48,-28.13,15.44,21.63,7.21,90.39,80.03,0,0,电气设备,河南,0,18.89,0,0,--  ,0
002359,齐星铁塔,35.01,107.5,0.05,18.58,6.99,-138.99,3446.45,370956576,0.66,钢加工,山东,16.1,16.5,120365,104461,1.15,15
002360,同德化工,-17.7,-27.16,21.48,9.35,3.01,54.31,31.65,100171096,0.64,化工原料,山西,13.24,7.37,71056,64811,1.1,733
002361,神剑股份,-9.64,35.43,9.86,8.56,3.88,83.8,46.08,0,0,化工原料,安徽,0,12.53,0,0,--  ,0
002362,汉王科技,7.65,-82.92,-3.54,17.82,4.41,-1236.81,3175.07,118260504,0.85,电脑设备,北京,13.35,15.47,38139,38319,1,5
002363,隆基机械,17.04,20.98,4.55,5.06,2.72,26.21,48.56,234252896,0.66,汽车配件,山东,13.97,12.64,95946,89352,1.07,0
002364,中恒电气,47.57,38.93,21.13,24.03,7.32,-171.27,59.42,122297656,1.09,电气设备,浙江,12.42,15.17,40438,40170,1.01,129
002365,永安药业,7.95,-35.8,4.17,7.28,1.98,96.06,89.09,66318488,0.71,生物制药,湖北,11.55,12.14,27075,27539,0.98,56
002366,丹甫股份,-14.4,-57.16,4.17,71.6,7.98,460.68,840.61,88157544,1.07,工程机械,四川,18.84,46.26,9466,9589,0.99,2
002367,康力电梯,20.25,30.74,16.59,11.6,8.32,554.85,42.56,715480,0,运输设备,江苏,0,23.08,15,295,0.05,0
002368,太极股份,-18.35,-74.69,0.05,16.6,13.63,-49.83,830.24,0,0,软件服务,北京,0,65.52,0,0,--  ,0
002369,卓翼科技,13.94,-171.97,-1.47,5.47,7.14,37.36,--  ,0,0,通信设备,深圳,0,20.03,0,0,--  ,0
002370,亚太药业,2.42,40.09,18.48,24.99,6.55,184.3,79.01,0,0,化学制药,浙江,0,24.45,0,0,--  ,0
002371,七星电子,-16.31,-0.19,5.36,21.06,3.62,-81.26,167.4,85494224,1.08,半导体,北京,11.11,19.46,18835,25094,0.75,0
002372,伟星新材,9.09,15.98,19.42,7.46,3.96,72.94,21.85,97484296,0.64,其他建材,浙江,13.3,14.63,32135,34478,0.93,515
002373,千方科技,19.91,26.77,16.46,16.87,12.01,-62.17,55.67,181115952,0.87,软件服务,北京,12.6,23.39,40202,37220,1.08,3
002374,丽鹏股份,107.92,241,9.36,5.55,1.79,-52.2,33.92,127458944,0.62,广告包装,山东,12.53,10.94,57458,59047,0.97,485
002375,亚厦股份,-15.1,2.43,11.11,3.53,2.75,-21,19.46,496726944,0.84,装修装饰,浙江,12.35,13.67,199135,164192,1.21,47059
002376,新北洋,19.09,-76.32,15.2,13.74,3.52,65.58,52.62,167710944,0.86,电脑设备,山东,11.04,10.58,85336,73166,1.17,136
002377,国创高新,-0.02,126.68,2.68,5.47,3.35,-32.07,284.37,107665384,0.55,化工原料,湖北,12.52,5.98,96847,83046,1.17,2471
002378,章源钨业,-28.31,-170.6,-6.06,10.15,3.62,58.01,--  ,186518544,1.09,小金属,江西,11.45,8.22,132415,94614,1.4,191
002379,鲁丰环保,-24.73,-263.13,-8.9,4.16,2.98,-31.71,--  ,109017896,0.84,铝,山东,9.69,4.12,131621,133050,0.99,1284
002380,科远股份,24.1,28.52,9.8,18.23,3.19,-242.69,61.39,76246208,0.77,电气设备,江苏,16.3,31.41,12604,11667,1.08,3
002381,双箭股份,-10.38,-20.86,12.76,6.36,2.57,28.71,27.99,54893956,0.7,橡胶,浙江,12.64,8.58,34635,29377,1.18,724
002382,蓝帆医疗,-2.81,424.07,14.18,5.85,4.08,29.13,26.93,103356680,0.65,医疗保健,山东,13.31,18.22,27494,29242,0.94,532
002383,合众思壮,50.68,110.86,-3.13,17.09,2.98,-88.92,692.99,185101968,0.7,通信设备,北京,12.88,27.1,34331,33981,1.01,295
002384,东山精密,27.43,143.51,2.71,10.28,6.95,-102.02,175.92,0,0,通信设备,江苏,0,22.22,0,0,--  ,0
002385,大北农,-10.74,-27.64,2.75,4.15,5.14,-89.16,73.88,592160128,1.31,饲料,北京,11.12,11.83,259233,241436,1.07,78915
002386,天原集团,-30.07,-123.49,-2.91,1.33,0.93,110.9,--  ,48986384,0.63,化工原料,四川,8.03,5.47,45456,44035,1.03,182
002387,黑牛食品,-2.02,-1129.27,-29.8,18.6,3.6,-255.99,--  ,372926560,1.13,软饮料,广东,17.83,9.7,261218,123397,2.12,25063
002388,新亚制程,-4.82,-80.51,0.83,9.74,4.27,79.89,854.28,174550896,0.73,元器件,深圳,10.45,6.17,151604,131197,1.16,0
002389,南洋科技,54.24,124.97,13.92,14.73,2.8,116.03,68.38,184967120,0.72,元器件,浙江,13.94,10.86,87317,82962,1.05,1177
002390,信邦制药,127.58,75.68,5.62,7.4,5.4,-230.94,81.14,390434720,1.88,中成药,贵州,10.7,9.93,217288,175973,1.23,5
002391,长青股份,1.9,10.23,16.68,4.75,1.6,27.49,17.07,63256396,0.67,农药化肥,江苏,9.3,12.63,21689,28389,0.76,165
002392,北京利尔,4.21,-19.28,10.79,9.29,2.89,-158.86,44.6,0,0,其他建材,北京,0,7.22,0,0,--  ,0
002393,力生制药,-3.16,12.22,26.08,12.51,1.96,64.73,27.25,133051328,1.11,化学制药,天津,8.54,31.28,21542,21000,1.03,652
002394,联发股份,6.76,4.9,9.79,2.17,1.39,24.91,15.86,83411264,0.73,纺织,江苏,8.73,11.55,37857,34352,1.1,493
002395,双象股份,38.24,72.26,1.3,5.46,3.23,31.29,203.14,139203616,0.81,塑料,江苏,14.3,14.7,38743,55950,0.69,0
002396,星网锐捷,3.41,-59.03,-4.26,6.05,3.7,-27.12,186.73,246256080,0.95,通信设备,福建,14.09,14.99,89396,74858,1.19,1783
002397,梦洁家纺,-16.07,5.44,10.8,7.97,3.71,-46.82,42.42,58301540,0.61,服饰,湖南,11.43,7.36,43730,35496,1.23,488
002398,建研集团,-23.8,-2.06,20.12,5.99,2.04,41.38,17.78,80465344,0.82,建筑施工,福建,9.3,11.56,35072,34534,1.02,557
002399,海普瑞,32.08,150,27.8,17.77,2.55,51.72,38.86,0,0,化学制药,深圳,0,26.72,0,0,--  ,0
002400,省广股份,46.73,20.83,6.43,5.38,9.25,111.38,52.33,0,0,广告包装,广东,0,22.9,0,0,--  ,0
002401,中海科技,-15.99,2.03,13.94,20.33,8.36,-196.27,92.58,0,0,软件服务,上海,0,18.87,0,0,--  ,0
002402,和而泰,27.99,60.36,7.5,7.78,4.08,225.48,56.92,114410792,0.84,元器件,深圳,13.4,12.28,36047,57134,0.63,0
002403,爱仕达,-3.41,49.71,7.2,3.02,1.82,347.04,26.23,67152176,0.74,家用电器,浙江,10.97,12.86,24094,28131,0.86,149
002404,嘉欣丝绸,1.65,-9.68,5.1,3.03,2.41,208,40.9,75717392,0.76,纺织,浙江,11.24,5.92,63362,64618,0.98,34
002405,四维图新,49.7,21.36,7.53,21.51,5.83,162.19,102.11,810217984,0.96,软件服务,北京,13.87,22,176772,191560,0.92,0
002406,远东传动,-21.71,-16.57,14.75,8.07,1.8,71.48,30.44,97987440,0.75,汽车配件,河南,11.03,7,76017,64062,1.19,177
002407,多氟多,11.48,194.13,0.07,5.09,3.48,343.96,263.67,643486272,1.05,化工原料,河南,19.41,22.28,137547,151222,0.91,2413
002408,齐翔腾达,-14.6,-28.68,6.95,4.06,1.71,64.51,33.86,220980640,1.07,化工原料,山东,10.23,10.56,113072,96259,1.17,561
002409,雅克科技,-21.99,19.8,9.66,7.04,2.82,60.31,47.18,0,0,化工原料,江苏,0,21.96,0,0,--  ,0
002410,广联达,-25.67,-79.21,-4.2,54.27,11.05,-120.05,255.54,0,0,软件服务,北京,0,25.11,0,0,--  ,0
002411,九九久,-10.14,4.64,0.19,7.27,3.91,-69.42,313.98,76568752,0.68,化工原料,江苏,9.7,9.68,41545,37578,1.11,44
002412,汉森制药,3.44,-3.73,17.74,19.99,6.07,594.79,65.93,0,0,中成药,湖南,0,24.05,0,0,--  ,0
002413,常发股份,-2.24,36.15,3.93,15.29,8.19,803.92,259.72,0,0,机械基件,江苏,0,52.02,0,0,--  ,0
002414,高德红外,25.43,-12.96,7.59,89.28,9.6,-220.04,323.1,0,0,电器仪表,湖北,0,39.36,0,0,--  ,0
002415,海康威视,62.84,45.2,22.17,13.45,8.51,-68.68,29.87,0,0,电器仪表,浙江,0,32.39,0,0,--  ,0
002416,爱施德,-14.97,38.94,0.45,0.33,1.73,32.57,47.38,128596552,1.29,电器连锁,深圳,12.92,7.88,94647,68639,1.38,314
002417,*ST元达,-35.62,-38.12,-45.76,22.31,9.38,-61.93,--  ,88909928,0.58,通信设备,福建,2.25,12.25,9750,62826,0.16,0
002418,康盛股份,0.27,224.42,1.01,11.14,5.13,-66.52,330.67,0,0,机械基件,浙江,0,28.76,0,0,--  ,0
002419,天虹商场,8.63,-24.76,3.94,0.99,1.95,-30.55,20.88,80143928,1.25,百货,深圳,13.64,10.49,38249,38120,1,29
002420,毅昌股份,7.79,195.32,0.01,1.76,1.66,19.96,119.75,38278580,0.63,塑料,广东,10.25,6.8,30257,26052,1.16,204
002421,达实智能,33.3,37.9,8.81,11.98,4.24,-92.04,83.59,0,0,软件服务,深圳,0,12.78,0,0,--  ,0
002422,科伦药业,-3.32,-23.77,11.56,6.07,2.1,35.73,28.47,541288960,1.13,化学制药,四川,10.42,15.76,182511,161006,1.13,33404
002423,中原特钢,-12.35,-149.62,-5.22,7.61,2.15,1155.03,--  ,75487008,0.87,特钢,河南,11.51,8.99,41466,42497,0.98,3806
002424,贵州百灵,17.97,35.54,25.12,31.19,10.54,124.74,70.61,735158656,1.09,中成药,贵州,12.12,52.08,75761,65410,1.16,193
002425,凯撒股份,27.72,85.08,0.59,35.73,5.31,-105.37,319.66,0,0,服饰,广东,0,23.43,0,0,--  ,0
002426,胜利精密,7.02,19.44,7.87,11.85,5.63,-54.87,88.25,0,0,元器件,江苏,0,17.22,0,0,--  ,0
002427,尤夫股份,-19.05,43.5,7.83,3.73,1.84,29.64,29.45,103982936,0.77,化纤,浙江,18.53,9.94,52315,52291,1,198
002428,云南锗业,-16,-19.95,18.28,26.16,4.29,227.62,60.56,250027888,0.79,小金属,云南,10.98,10.2,132492,112690,1.18,3
002429,兆驰股份,-21.55,-4.66,11.06,4.69,2.63,-19.64,23,233347056,0.7,家用电器,深圳,10.93,7.92,156252,138289,1.13,846
002430,杭氧股份,12.47,33.57,2.95,2.27,1.85,36.02,54.12,95862400,1.24,化工机械,浙江,14.52,7.65,69783,55584,1.26,53
002431,棕榈园林,-2.99,-18.01,7.81,4.34,2.06,-16.92,36.07,0,0,建筑施工,广东,0,16.77,0,0,--  ,0
002432,九安医疗,-15.22,-425.33,-26.94,23.83,6.51,-65.74,--  ,223944768,1.09,医疗保健,天津,10.32,12.77,77790,97615,0.8,0
002433,太安堂,100.98,25.13,9.81,8.51,2,-29.56,50.79,103579448,0.58,中成药,广东,12.02,10.55,46364,51786,0.9,76
002434,万里扬,4.47,10.81,18.57,8.05,2.81,553.51,24.93,89552432,1.25,汽车配件,浙江,9.32,11.6,46603,30614,1.52,10
002435,长江润发,-10.16,-19.02,4.18,3.85,2.33,88.09,56.37,0,0,机械基件,江苏,0,10.06,0,0,--  ,0
002436,兴森科技,19.55,-29.81,5.3,6.13,2.95,-249.57,61.63,0,0,元器件,深圳,0,12.45,0,0,--  ,0
002437,誉衡药业,39.49,59.72,31.37,13.66,5.28,47.91,26.68,149645552,0.83,化学制药,黑龙江,9.64,22.91,37443,27879,1.34,2376
002438,江苏神通,-11.05,-41.77,8.48,33.81,7.17,-215.25,197.23,0,0,机械基件,江苏,0,32.56,0,0,--  ,0
002439,启明星辰,45.04,145.61,-16.09,29.62,9.46,-63.08,400.21,641393088,1.16,软件服务,北京,14.35,17.6,146456,217932,0.67,6613
002440,闰土股份,-16.33,-9.98,29.88,4.96,2.05,28,10.06,241614672,0.89,染料涂料,浙江,7.19,15.42,90303,66356,1.36,1413
002441,众业达,-5.54,-3.96,4.76,1.9,2.59,-73.5,25.52,209970400,1.15,批发业,广东,13.75,12.73,53498,111495,0.48,136
002442,龙星化工,-29.57,-576.95,-2.87,4.16,3.35,40.4,--  ,31353478,0.6,化工原料,河北,13.56,7.89,20469,19280,1.06,659
002443,金洲管道,-1.12,31.2,4.77,4.42,3.08,61.68,54.71,0,0,钢加工,浙江,0,11.45,0,0,--  ,0
002444,巨星科技,13.86,-7.46,19.43,10.3,3.42,86.31,32.79,220180256,1.09,轻工机械,浙江,13.01,12.58,103530,71484,1.45,9
002445,中南重工,29.24,49.14,12.68,50.19,10.8,135.66,206.22,0,0,机械基件,江苏,0,28.89,0,0,--  ,0
002446,盛路通信,97.1,686.2,13.31,16.29,4.75,-240.35,63.09,80516528,0.76,通信设备,广东,14.54,17.19,24388,22458,1.09,179
002447,壹桥海参,-19.03,-33.28,27.32,38.58,2.99,152.51,60.1,245016976,0.72,渔业,辽宁,11.21,6.97,189962,161359,1.18,0
002448,中原内配,0.83,6.52,19.12,7.51,2.3,197.27,22.3,85118728,0.72,运输设备,河南,10.23,7.74,55914,54099,1.03,319
002449,国星光电,24.65,29.66,9.05,5.12,1.56,955.15,27.75,116639264,0.86,半导体,广东,12.12,9.94,59246,58125,1.02,3
002450,康得新,36.17,45.46,23.61,12.25,7.54,114.22,30.69,1271297792,1.07,化工原料,江苏,9.39,28.08,284736,167960,1.7,53300
002451,摩恩电气,19.17,48.01,7.21,13.11,5.22,-43.19,109.14,60337740,0.59,电气设备,上海,10.98,8.4,38639,33201,1.16,150
002452,长高集团,-7.82,-27.76,18.77,24.95,4.04,-101.68,71.97,0,0,电气设备,湖南,0,9.14,0,0,--  ,0
002453,天马精化,14.28,-8.31,5.99,5.84,2.75,31.22,60.42,0,0,化工原料,江苏,0,5.79,0,0,--  ,0
002454,松芝股份,4.73,-5.25,11.48,3.51,1.98,38.36,17.12,87613720,0.46,汽车配件,上海,11.79,11.62,40976,34409,1.19,54
002455,百川股份,-9.56,1.25,2.93,3.28,5.07,23.69,71.71,157695280,1.36,化工原料,江苏,0,8.34,180248,8835,20.4,110880
002456,欧菲光,4.51,-15.35,2.6,2.3,3.34,-104.22,37.49,605915840,1,元器件,深圳,9.07,19.49,201109,109735,1.83,38365
002457,青龙管业,-13.63,-57.83,5.51,9,1.62,30.04,87.49,134314560,0.76,塑料,宁夏,11.2,8.78,81287,71635,1.13,506
002458,益生股份,1.5,-196.31,-60.67,14.32,8.87,-36.69,--  ,30427328,0.59,农业综合,山东,11.17,16.83,9368,8715,1.07,174
002459,天业通联,-61.22,57.41,-17.04,44.18,3.04,-73.87,--  ,34497016,0.58,工程机械,河北,11.65,12.17,16323,12012,1.36,138
002460,赣锋锂业,33.78,30.37,10.39,12.3,4.55,144,65.61,514352064,0.74,小金属,江西,15.21,18.54,129807,147676,0.88,7
002461,珠江啤酒,8.21,27.81,2.1,3.74,1.95,16.62,84.87,116086840,0.86,啤酒,广东,11.45,10.1,56891,58079,0.98,1776
002462,嘉事堂,54.42,-43.99,5.41,1.81,4.95,-32.35,37.15,169817808,0.75,医药商业,北京,15.08,28.66,28478,30781,0.93,124
002463,沪电股份,-1.37,-339.01,-3.85,4.48,2.32,-405.35,--  ,140645456,0.73,元器件,江苏,10.66,4.53,166362,143955,1.16,2117
002464,金利科技,-29.82,-1400.27,-55.64,34.04,10.82,-122.56,--  ,0,0,塑料,江苏,0,47.07,0,0,--  ,0
002465,海格通信,24.92,25.87,12.3,20.13,5.04,-77.2,78.72,841723008,0.75,通信设备,广东,11.51,24.49,211756,131877,1.61,32459
002466,天齐锂业,16.82,135.23,29.42,19.43,5.1,44.32,179.15,472505152,0.85,化工原料,四川,15.51,55.48,43583,41585,1.05,438
002467,二六三,-8.01,-15.08,19.95,21.61,4.96,115.02,58.61,195716512,0.6,电信运营,北京,12.9,10.04,96005,98970,0.97,10
002468,艾迪西,-14.33,-37.79,-0.5,6.48,6.23,65.77,400.94,0,0,其他建材,浙江,0,13.71,0,0,--  ,0
002469,三维工程,13.23,2.3,25.37,12.87,3.3,41.75,28.95,70680040,0.58,建筑施工,山东,12.11,11.56,30519,30599,1,56
002470,金正大,37.6,34.74,7.96,3.03,3.93,37.72,22.73,449512928,1.75,农药化肥,山东,12,18.47,155665,87764,1.77,69624
002471,中超电缆,4.72,3.32,2.91,4.78,6.64,-135.52,90.18,847490368,1.82,电气设备,江苏,0,21.86,394,387296,0,0
002472,双环传动,16.85,21.86,10.25,6.03,2.62,48.88,33.9,102292312,0.78,机械基件,浙江,11.86,14.99,34971,33274,1.05,5
002473,圣莱达,-37.11,-158.56,-17.86,111.72,13.84,-853.39,--  ,0,0,家用电器,浙江,0,33,0,0,--  ,0
002474,榕基软件,-10.24,-46.79,7.72,30.76,5.23,-74,181.4,0,0,软件服务,福建,0,11.48,0,0,--  ,0
002475,立讯精密,38,60.33,9.83,8.17,7.37,685.98,47.37,406649184,1.1,元器件,深圳,8.02,28.36,90561,52841,1.71,50216
002476,宝莫股份,0.89,-37.99,6.94,13.56,4.11,258.31,109.02,302159584,0.85,化工原料,山东,12.43,7.13,227285,196224,1.16,15037
002477,雏鹰农牧,91.84,103.5,-8.92,8.78,2.63,-76.07,1062.23,215069040,0.8,农业综合,河南,12.85,11,107756,87674,1.23,1094
002478,常宝股份,-31.34,-17.67,7.68,2.99,1.44,81.85,22.69,95261248,0.65,普钢,江苏,9.51,10.63,45813,43801,1.05,58
002479,富春环保,-7.03,0.26,8.51,5.22,3.47,155.8,41.64,298989952,1.37,火力发电,浙江,11.38,9.97,142127,157767,0.9,3525
002480,新筑股份,-16.57,-343.77,-5.81,9.02,2.36,749.69,--  ,185263248,0.86,机械基件,四川,14.62,9.34,101013,97404,1.04,622
002481,双塔食品,-2.9,77.8,22.57,32.45,7.01,-411.5,81.2,0,0,食品,山东,0,34.71,0,0,--  ,0
002482,广田股份,-12.98,-19.27,4.93,2.47,2,-8.24,27.19,104632320,0.99,装修装饰,深圳,12.92,16.28,38732,25527,1.52,10
002483,润邦股份,14.19,-56.01,5.61,3.9,1.47,-24.54,73.8,72361376,0.67,工程机械,江苏,15.37,9.16,43077,35889,1.2,129
002484,江海股份,-7.24,-12.18,11.48,9.01,2.93,118.77,35.3,69482176,0.58,元器件,江苏,12.39,14.96,28108,18350,1.53,533
002485,希努尔,8.27,127.83,1.09,8.79,2.28,-187.39,425.61,45578416,0.82,服饰,山东,11.64,14.01,17076,15447,1.11,71
002486,嘉麟杰,-30.45,-194.04,-13.81,11.03,3.62,-105.57,--  ,70006312,0.7,服饰,上海,10.44,4.41,87587,71284,1.23,813
002487,大金重工,174.53,39.97,9.79,10.79,2.12,105,50.9,49014612,0.56,钢加工,辽宁,11.8,6.4,41466,35111,1.18,334
002488,金固股份,11.36,10.56,6.81,9.96,4.39,113.27,84.17,249358720,0.95,汽车配件,浙江,14.28,14.13,81830,94649,0.86,0
002489,浙江永强,5.08,192.11,30.18,6.53,3.63,16.12,14.17,800388096,0.63,家居用品,浙江,12.3,20.68,200287,186741,1.07,7
002490,山东墨龙,-17.9,11.64,-1.56,5.12,2.08,44.37,272.7,82662656,0.93,化工机械,山东,10.82,7.24,63359,50830,1.25,217
002491,通鼎互联,3.32,-23.9,6.72,7.05,3.93,-130.06,66.13,269320416,0.9,通信设备,江苏,13.87,8.87,158539,145122,1.09,366
002492,恒基达鑫,-29.22,-44.85,20.01,32.77,2.01,86.48,84.37,56677700,0.54,仓储物流,广东,11.81,8.51,37142,29455,1.26,795
002493,荣盛石化,-28.78,425.63,1.44,1.36,2.49,13.68,49.96,54232468,0.79,化纤,浙江,10.58,15.31,18006,17415,1.03,42
002494,华斯股份,-35.51,-77.46,3.01,12.07,2.09,167.85,145.12,120426648,0.78,服饰,河北,13.76,8.81,67885,68855,0.99,276
002495,佳隆股份,1.82,15.6,21.65,18.52,3.09,47.37,53.86,110852720,0.67,食品,广东,12.88,5.14,108587,107107,1.01,896
